CLASS,GENERATOR,AUROC,AUPRC,FPR95
571,bgan,0.31283340954122846,0.3888292735485653,0.9876543209876543
571,midj,0.5467154397195549,0.5481062885860514,0.9753086419753086
571,sd_15,0.7514098460600519,0.7023644843116275,0.6604938271604939
084,bgan,0.30406950160036583,0.37693481430856757,0.9876543209876543
084,midj,0.5566986739826246,0.5652434440852804,0.9382716049382716
084,sd_15,0.6037189452827313,0.5172448959792211,0.808641975308642
661,bgan,0.29488645023624444,0.3717216969126248,0.9814814814814815
661,midj,0.5013717421124829,0.5371042605103412,0.9814814814814815
661,sd_15,0.6326398414875781,0.6425160768316536,0.9197530864197531
857,bgan,0.26310775796372504,0.3612021961897862,0.9691358024691358
857,midj,0.3727328151196464,0.4036065168353128,0.9629629629629629
857,sd_15,0.6244855967078189,0.5586469949112296,0.8148148148148148
489,bgan,0.21623990245389424,0.34652500441209166,0.9753086419753086
489,midj,0.417543057460753,0.42015428482547024,0.9629629629629629
489,sd_15,0.4140755982319768,0.4216149744820896,0.9320987654320988
969,bgan,0.30281207133058985,0.3789378921338381,0.9691358024691358
969,midj,0.4599146471574455,0.46072236738750905,0.9814814814814815
969,sd_15,0.7490092973632068,0.712291419700467,0.7592592592592593
177,bgan,0.3323807346441091,0.3900197632460336,0.9753086419753086
177,midj,0.6229233348574912,0.6550873211012196,0.8888888888888888
177,sd_15,0.4163618350861149,0.4190514690401839,0.9320987654320988
541,bgan,0.31660570035055635,0.3875728012280377,0.9753086419753086
541,midj,0.44048163389727185,0.4534546625905732,0.9691358024691358
541,sd_15,0.5739597622313671,0.5469585713094516,0.845679012345679
000,bgan,0.20351318396585888,0.34304205907552276,0.9876543209876543
000,midj,0.36427373875933555,0.40650057029911624,0.9567901234567902
000,sd_15,0.419829294314891,0.438304540811765,0.9382716049382716
380,bgan,0.3776101204084743,0.4235612977362771,0.9629629629629629
380,midj,0.43423258649596097,0.46273687825302495,0.9629629629629629
380,sd_15,0.6718106995884774,0.5889693938436616,0.6728395061728395
