CLASS,GENERATOR,AUROC,AUPRC,FPR95
571,bgan,0.3412208504801098,0.3848033544813758,0.9135802469135802
571,midj,0.3751333638164913,0.4072069157489504,0.9629629629629629
571,sd_15,0.42120103642737394,0.4286922041141794,0.9506172839506173
084,bgan,0.489178478890413,0.4590952138814097,0.9074074074074074
084,midj,0.33870598994055784,0.4093864057088207,0.9814814814814815
084,sd_15,0.31302392927907324,0.3765638696018591,0.9753086419753086
661,bgan,0.4373190062490474,0.43322884566400116,0.9074074074074074
661,midj,0.4992760249961896,0.4886260707675042,0.9382716049382716
661,sd_15,0.21669714982472185,0.3502387724690618,0.9814814814814815
857,bgan,0.3931565310166133,0.41364437511449914,0.9629629629629629
857,midj,0.5120408474317939,0.505298842462973,0.9691358024691358
857,sd_15,0.33051364121322974,0.3987555432778537,0.9814814814814815
489,bgan,0.48449169333943,0.4479331240431397,0.8641975308641975
489,midj,0.1790885535741503,0.3369526066929357,1.0
489,sd_15,0.22721383935375705,0.3498977359595507,0.9938271604938271
969,bgan,0.42546867855509835,0.4248203389732253,0.9320987654320988
969,midj,0.25830666057003504,0.35894165056461297,0.9938271604938271
969,sd_15,0.3041076055479348,0.3730814321235021,0.9197530864197531
177,bgan,0.3085276634659351,0.3883039338982623,0.9938271604938271
177,midj,0.40721688766956254,0.4295869586836787,0.9938271604938271
177,sd_15,0.22206980643194635,0.3481835599380817,0.9814814814814815
541,bgan,0.47363206828227405,0.4425468429689121,0.8333333333333334
541,midj,0.4133897271757354,0.4149726008287533,0.8888888888888888
541,sd_15,0.35711019661636945,0.3926925111431273,0.9629629629629629
000,bgan,0.630315500685871,0.5775864638740525,0.7962962962962963
000,midj,0.5836381649138851,0.5297382865562705,0.8148148148148148
000,sd_15,0.5700731595793325,0.5362603957392365,0.8703703703703703
380,bgan,0.4062261850327694,0.4186064256945679,0.9753086419753086
380,midj,0.37860082304526743,0.4046042517673668,0.9629629629629629
380,sd_15,0.346307727480567,0.3913796970252299,0.9629629629629629
