CLASS,GENERATOR,AUROC,AUPRC,FPR95
571,bgan,0.6418609967992684,0.5639470461820003,0.691358024691358
571,midj,0.6732205456485292,0.6021415589148779,0.8024691358024691
571,sd_15,0.2154397195549459,0.3462251096736802,0.9506172839506173
084,bgan,0.7101051668952905,0.6587738928990767,0.5555555555555556
084,midj,0.6684575522024081,0.6072349175605108,0.7469135802469136
084,sd_15,0.5040009144947416,0.4644174884404445,0.8148148148148148
661,bgan,0.717725956409084,0.642957094762497,0.5432098765432098
661,midj,0.6855662246608748,0.5951483721651851,0.654320987654321
661,sd_15,0.28048315805517454,0.3658514825797212,0.9691358024691358
857,bgan,0.49813290656912057,0.47719840445976314,0.8827160493827161
857,midj,0.7743484224965707,0.7193045692726714,0.6666666666666666
857,sd_15,0.43952903520804754,0.43531366812616434,0.9259259259259259
489,bgan,0.5557079713458315,0.4863663301195998,0.8209876543209876
489,midj,0.31618655692729764,0.3775128418451164,0.9691358024691358
489,sd_15,0.2539628105471727,0.357736230686144,0.9814814814814815
969,bgan,0.35966316110349034,0.42949466882011034,0.9876543209876543
969,midj,0.34324035970126504,0.3863125118645289,0.9074074074074074
969,sd_15,0.2864654778235025,0.36864848896236446,0.9691358024691358
177,bgan,0.4507315957933242,0.49838637419079573,0.8765432098765432
177,midj,0.6090534979423867,0.5325032914411227,0.7839506172839507
177,sd_15,0.26108824874256975,0.3592132694977346,0.9382716049382716
541,bgan,0.6448712086572169,0.5889738156002142,0.8271604938271605
541,midj,0.6024996189605244,0.5448777799680351,0.8271604938271605
541,sd_15,0.4180003048315805,0.4285603068648921,0.9629629629629629
000,bgan,0.8219783569577808,0.8015634480992541,0.49382716049382713
000,midj,0.7908855357415029,0.7475543004999603,0.6234567901234568
000,sd_15,0.8273891175125743,0.7506498623846247,0.3888888888888889
380,bgan,0.3967764060356653,0.44352256207300406,0.9135802469135802
380,midj,0.4331656759640299,0.42524812357258396,0.8518518518518519
380,sd_15,0.2435604328608444,0.3602894372135622,0.9444444444444444
