CLASS,GENERATOR,AUROC,AUPRC,FPR95
571,bgan,0.5994513031550068,0.6581144102574205,0.9506172839506173
571,midj,0.7687090382563633,0.7729861977151202,0.8518518518518519
571,sd_15,0.44596860234720315,0.48732680018547236,0.9753086419753086
084,bgan,0.6163313519280598,0.6614202338238335,0.8024691358024691
084,midj,0.5291114159426916,0.5383467555937893,0.9259259259259259
084,sd_15,0.13183965858862978,0.32637741438016665,0.9814814814814815
661,bgan,0.7465325407712239,0.7884840764724681,0.8209876543209876
661,midj,0.6977594878829447,0.7161742511568003,0.8888888888888888
661,sd_15,0.40073921658283795,0.44630255076674213,0.9814814814814815
857,bgan,0.3148148148148148,0.40360918333950674,0.9938271604938271
857,midj,0.5089544276787075,0.5131145486330807,0.9506172839506173
857,sd_15,0.34941319920743785,0.4076788788937602,0.9814814814814815
489,bgan,0.45819996951684194,0.5376834456834536,0.9753086419753086
489,midj,0.32411217802164305,0.4085188399424856,0.9938271604938271
489,sd_15,0.24961896052431032,0.37602281914046587,1.0
969,bgan,0.43663313519280594,0.4688724842172277,0.9753086419753086
969,midj,0.3099756134735559,0.3991705602411666,0.9876543209876543
969,sd_15,0.4634202103337906,0.5125782684035725,0.9753086419753086
177,bgan,0.401844231062338,0.4399070746385132,0.9444444444444444
177,midj,0.6451379362901997,0.6554866071079026,0.9382716049382716
177,sd_15,0.3653787532388355,0.4339633512046412,0.9506172839506173
541,bgan,0.685451912818168,0.7185453594082476,0.9074074074074074
541,midj,0.5541457094955038,0.6009121822577149,0.9444444444444444
541,sd_15,0.538446883097089,0.5522858951731191,0.9382716049382716
000,bgan,0.6521490626428899,0.6393989145210537,0.808641975308642
000,midj,0.7504953513183965,0.7718033913733877,0.8333333333333334
000,sd_15,0.8012117055326933,0.8301829451774358,0.8271604938271605
380,bgan,0.5584895595183661,0.5282785954943444,0.9259259259259259
380,midj,0.5088401158360005,0.5386019896686228,0.9876543209876543
380,sd_15,0.39742417314433776,0.5134642564351662,0.9938271604938271
