class,model,metric,distance,p_value,effect_size,params
571,baseline,rbf_kernel,0.0005220174789428711,0.24750499427318573,4.56617385680147e-07,0.0008747166721150279
571,baseline,laplacian_kernel,0.0003662109375,0.23153692483901978,1.34830668852004e-09,521.1602783203125
571,baseline,w2_ot,18.186420446342733,,,
571,baseline,fd,151.0408935546875,,,
571,bgan,rbf_kernel,0.1592193841934204,0.0019960079807788134,0.00013927185500506312,0.0008747166721150279
571,bgan,laplacian_kernel,0.09521806240081787,0.0019960079807788134,3.5057161085205735e-07,521.1602783203125
571,bgan,w2_ot,24.080297192425903,,,
571,bgan,fd,405.608154296875,,,
571,midj,rbf_kernel,0.07805609703063965,0.0019960079807788134,6.827696779510006e-05,0.0008747166721150279
571,midj,laplacian_kernel,0.04463613033294678,0.0019960079807788134,1.643402498530122e-07,521.1602783203125
571,midj,w2_ot,23.26369586719002,,,
571,midj,fd,372.450927734375,,,
571,sd_15,rbf_kernel,0.11481630802154541,0.0019960079807788134,0.00010043173824669793,0.0008747166721150279
571,sd_15,laplacian_kernel,0.08702969551086426,0.0019960079807788134,3.2042387942965433e-07,521.1602783203125
571,sd_15,w2_ot,20.672487134317343,,,
571,sd_15,fd,281.12969970703125,,,
084,baseline,rbf_kernel,-0.0020148754119873047,0.9540917873382568,-1.2591239055836922e-06,0.0006249140133149922
084,baseline,laplacian_kernel,-0.0014734268188476562,0.9381237626075745,-3.97068955493296e-09,609.159912109375
084,baseline,w2_ot,17.13379111540825,,,
084,baseline,fd,123.30291748046875,,,
084,bgan,rbf_kernel,0.13666129112243652,0.0019960079807788134,8.540155249647796e-05,0.0006249140133149922
084,bgan,laplacian_kernel,0.0918923020362854,0.0019960079807788134,2.4763753003753664e-07,609.159912109375
084,bgan,w2_ot,26.691682448386732,,,
084,bgan,fd,527.17626953125,,,
084,midj,rbf_kernel,0.09599220752716064,0.0019960079807788134,5.998687629471533e-05,0.0006249140133149922
