class,model,kernel,mmd²,p_value,effect_size,params
541,bgan,mahalanobis_kernel,0.0,1.0,0.0,"{'Sigma_inv': tensor([[ 2.5409e+00, -4.6031e-02, -9.1560e-02,  ...,  2.4447e-01,
          2.1397e-01, -4.6642e-02],
        [-4.6016e-02,  2.5368e+00, -1.9724e-01,  ..., -3.9727e-02,
          8.5503e-02,  1.0181e-01],
        [-9.1531e-02, -1.9724e-01,  2.5125e+00,  ...,  3.3947e-02,
          1.7975e-01, -2.9739e-01],
        ...,
        [ 2.4448e-01, -3.9765e-02,  3.3935e-02,  ...,  2.4004e+00,
          5.1912e-01, -1.8029e-03],
        [ 2.1396e-01,  8.5494e-02,  1.7972e-01,  ...,  5.1911e-01,
          2.5390e+00, -1.0615e-01],
        [-4.6633e-02,  1.0181e-01, -2.9740e-01,  ..., -1.7924e-03,
         -1.0613e-01,  2.2624e+00]], device='cuda:0')}"
541,bgan,mixed_kernel,0.15713900327682495,0.0019960079807788134,0.15713900327682495,"{'gamma_rbf': tensor(0.0007, device='cuda:0'), 'sigma_lap': tensor(595.4555, device='cuda:0'), 'alpha': 0.5}"
541,bgan,w2_ot,28.389771439681237,,,{}
541,midj,rbf_kernel,0.1187293529510498,0.0019960079807788134,7.928527338663116e-05,"{'gamma': tensor(0.0007, device='cuda:0')}"
541,midj,laplacian_kernel,0.0706261396408081,0.0019960079807788134,0.00011860859376611188,"{'sigma': tensor(595.4555, device='cuda:0')}"
541,midj,mahalanobis_kernel,0.0,1.0,0.0,"{'Sigma_inv': tensor([[ 3.0858, -0.1064, -0.3438,  ..., -0.3515,  0.2327,  0.2202],
        [-0.1064,  3.4205,  0.1840,  ...,  0.0419, -0.4335,  0.1159],
        [-0.3438,  0.1840,  2.9643,  ..., -0.3371, -0.1390, -0.4199],
        ...,
        [-0.3515,  0.0419, -0.3371,  ...,  3.1808, -0.0594,  0.3475],
        [ 0.2327, -0.4335, -0.1390,  ..., -0.0594,  3.1674,  0.2001],
        [ 0.2202,  0.1159, -0.4199,  ...,  0.3475,  0.2001,  2.8351]],
       device='cuda:0')}"
541,midj,mixed_kernel,0.09467768669128418,0.0019960079807788134,0.09467768669128418,"{'gamma_rbf': tensor(0.0007, device='cuda:0'), 'sigma_lap': tensor(595.4555, device='cuda:0'), 'alpha': 0.5}"
541,midj,w2_ot,26.208211765884492,,,{}
541,sd_15,rbf_kernel,0.10055673122406006,0.0019960079807788134,6.714992923662066e-05,"{'gamma': tensor(0.0007, device='cuda:0')}"
541,sd_15,laplacian_kernel,0.05715203285217285,0.0019960079807788134,9.598035831004381e-05,"{'sigma': tensor(595.4555, device='cuda:0')}"
541,sd_15,mahalanobis_kernel,0.0,1.0,0.0,"{'Sigma_inv': tensor([[ 3.2679,  0.0557, -0.1578,  ...,  0.1261, -0.0932, -0.0529],
        [ 0.0557,  3.0075, -0.2601,  ...,  0.2646, -0.0689, -0.0122],
        [-0.1578, -0.2601,  2.6696,  ..., -0.1149, -0.1392, -0.1805],
        ...,
        [ 0.1261,  0.2646, -0.1149,  ...,  3.0461, -0.0616,  0.0573],
        [-0.0932, -0.0689, -0.1392,  ..., -0.0616,  2.8765,  0.0738],
        [-0.0529, -0.0122, -0.1805,  ...,  0.0573,  0.0738,  2.9899]],
       device='cuda:0')}"
541,sd_15,mixed_kernel,0.07885438203811646,0.0019960079807788134,0.07885438203811646,"{'gamma_rbf': tensor(0.0007, device='cuda:0'), 'sigma_lap': tensor(595.4555, device='cuda:0'), 'alpha': 0.5}"
541,sd_15,w2_ot,25.655078760188918,,,{}
000,bgan,rbf_kernel,0.11015427112579346,0.0019960079807788134,9.159489854937419e-05,"{'gamma': tensor(0.0008, device='cuda:0')}"
000,bgan,laplacian_kernel,0.07192027568817139,0.0019960079807788134,0.0001352772378595546,"{'sigma': tensor(531.6510, device='cuda:0')}"
000,bgan,mahalanobis_kernel,0.0,1.0,0.0,"{'Sigma_inv': tensor([[ 4.8370, -0.1326,  0.2136,  ...,  0.0898, -0.1861,  0.1308],
        [-0.1327,  4.5167,  0.5196,  ...,  0.2339, -0.1652,  0.2027],
        [ 0.2135,  0.5197,  4.5905,  ...,  0.0394,  0.4997,  0.4712],
        ...,
        [ 0.0898,  0.2339,  0.0394,  ...,  5.0077,  0.4212,  0.3445],
        [-0.1861, -0.1651,  0.4997,  ...,  0.4212,  5.2487, -0.9493],
        [ 0.1309,  0.2026,  0.4713,  ...,  0.3445, -0.9494,  5.3932]],
       device='cuda:0')}"
000,bgan,mixed_kernel,0.0910373330116272,0.0019960079807788134,0.0910373330116272,"{'gamma_rbf': tensor(0.0008, device='cuda:0'), 'sigma_lap': tensor(531.6510, device='cuda:0'), 'alpha': 0.5}"
000,bgan,w2_ot,22.57431414895544,,,{}
000,midj,rbf_kernel,0.18631196022033691,0.0019960079807788134,0.0001549211301608011,"{'gamma': tensor(0.0008, device='cuda:0')}"
000,midj,laplacian_kernel,0.11792385578155518,0.0019960079807788134,0.00022180689848028123,"{'sigma': tensor(531.6510, device='cuda:0')}"
000,midj,mahalanobis_kernel,0.0,1.0,0.0,"{'Sigma_inv': tensor([[ 6.2458, -0.0973, -0.2160,  ...,  0.5176, -0.1295, -0.6180],
        [-0.0973,  5.0493,  0.2862,  ...,  0.1911, -0.2109,  0.3516],
        [-0.2161,  0.2862,  4.5600,  ...,  0.5197, -0.1261,  0.0563],
        ...,
        [ 0.5177,  0.1910,  0.5197,  ...,  6.1857, -0.2133,  0.5710],
        [-0.1296, -0.2108, -0.1260,  ..., -0.2133,  4.8558, -0.3143],
        [-0.6180,  0.3515,  0.0563,  ...,  0.5710, -0.3143,  5.1042]],
       device='cuda:0')}"
000,midj,mixed_kernel,0.1521180272102356,0.0019960079807788134,0.1521180272102356,"{'gamma_rbf': tensor(0.0008, device='cuda:0'), 'sigma_lap': tensor(531.6510, device='cuda:0'), 'alpha': 0.5}"
000,midj,w2_ot,25.021895989172922,,,{}
000,sd_15,rbf_kernel,0.20793986320495605,0.0019960079807788134,0.00017290505638811737,"{'gamma': tensor(0.0008, device='cuda:0')}"
000,sd_15,laplacian_kernel,0.1295822262763977,0.0019960079807788134,0.0002437355142319575,"{'sigma': tensor(531.6510, device='cuda:0')}"
000,sd_15,mahalanobis_kernel,0.0,1.0,0.0,"{'Sigma_inv': tensor([[ 5.5954,  0.6701,  0.7122,  ..., -0.1701, -0.0600, -0.0872],
        [ 0.6701,  7.0879,  0.2829,  ...,  0.6875, -0.6276,  0.2001],
        [ 0.7122,  0.2830,  4.3624,  ...,  0.0353,  0.2338,  0.3716],
        ...,
        [-0.1701,  0.6875,  0.0353,  ...,  4.9290, -0.0514,  0.0789],
        [-0.0600, -0.6277,  0.2338,  ..., -0.0514,  4.9139,  0.0513],
        [-0.0872,  0.2002,  0.3716,  ...,  0.0789,  0.0513,  5.2639]],
       device='cuda:0')}"
000,sd_15,mixed_kernel,0.16876107454299927,0.0019960079807788134,0.16876107454299927,"{'gamma_rbf': tensor(0.0008, device='cuda:0'), 'sigma_lap': tensor(531.6510, device='cuda:0'), 'alpha': 0.5}"
000,sd_15,w2_ot,25.273711223729762,,,{}
380,bgan,rbf_kernel,0.07788729667663574,0.0019960079807788134,6.0011010646121576e-05,"{'gamma': tensor(0.0008, device='cuda:0')}"
380,bgan,laplacian_kernel,0.05051618814468384,0.0019960079807788134,9.174754814011976e-05,"{'sigma': tensor(550.5999, device='cuda:0')}"
380,bgan,mahalanobis_kernel,0.0,1.0,0.0,"{'Sigma_inv': tensor([[ 4.6012,  0.3215,  0.8558,  ..., -0.1217,  0.1555, -0.0493],
        [ 0.3216,  4.2953,  0.1313,  ...,  0.4511,  0.1623,  0.2253],
        [ 0.8558,  0.1313,  3.6319,  ..., -0.3120, -0.0151, -0.3739],
        ...,
        [-0.1217,  0.4511, -0.3120,  ...,  4.4123, -0.0664, -0.1950],
        [ 0.1556,  0.1623, -0.0151,  ..., -0.0664,  4.4970,  0.7811],
        [-0.0492,  0.2253, -0.3739,  ..., -0.1950,  0.7811,  4.3207]],
       device='cuda:0')}"
380,bgan,mixed_kernel,0.0642017126083374,0.0019960079807788134,0.0642017126083374,"{'gamma_rbf': tensor(0.0008, device='cuda:0'), 'sigma_lap': tensor(550.5999, device='cuda:0'), 'alpha': 0.5}"
380,bgan,w2_ot,23.00849116500481,,,{}
380,midj,rbf_kernel,0.06025135517120361,0.0019960079807788134,4.6422777813859284e-05,"{'gamma': tensor(0.0008, device='cuda:0')}"
380,midj,laplacian_kernel,0.04559123516082764,0.0019960079807788134,8.280284964712337e-05,"{'sigma': tensor(550.5999, device='cuda:0')}"
380,midj,mahalanobis_kernel,0.0,1.0,0.0,"{'Sigma_inv': tensor([[ 6.9399,  0.1329, -0.4942,  ...,  0.7966,  0.2684,  0.0851],
        [ 0.1328,  6.3613, -0.0751,  ...,  0.2271, -0.5612, -0.4945],
        [-0.4943, -0.0751,  4.6644,  ..., -0.3665,  0.0810, -0.0767],
        ...,
        [ 0.7966,  0.2271, -0.3665,  ...,  5.4514, -0.5496,  0.1423],
        [ 0.2684, -0.5613,  0.0810,  ..., -0.5496,  6.7780, -0.7930],
        [ 0.0850, -0.4945, -0.0768,  ...,  0.1423, -0.7931,  6.6531]],
       device='cuda:0')}"
380,midj,mixed_kernel,0.052921295166015625,0.0019960079807788134,0.052921295166015625,"{'gamma_rbf': tensor(0.0008, device='cuda:0'), 'sigma_lap': tensor(550.5999, device='cuda:0'), 'alpha': 0.5}"
380,midj,w2_ot,20.900292516844043,,,{}
380,sd_15,rbf_kernel,0.11288642883300781,0.0019960079807788134,8.69773211888969e-05,"{'gamma': tensor(0.0008, device='cuda:0')}"
380,sd_15,laplacian_kernel,0.08905410766601562,0.0019960079807788134,0.00016174015763681382,"{'sigma': tensor(550.5999, device='cuda:0')}"
380,sd_15,mahalanobis_kernel,0.0,1.0,0.0,"{'Sigma_inv': tensor([[ 6.5628,  0.1547,  0.8022,  ...,  0.3800, -0.0443, -0.6745],
        [ 0.1547,  6.0420,  0.2277,  ..., -0.2302, -0.6858, -0.3852],
        [ 0.8022,  0.2277,  4.8509,  ...,  0.2762,  0.0232, -0.4679],
        ...,
        [ 0.3800, -0.2302,  0.2763,  ...,  6.3335, -0.8317, -0.3507],
        [-0.0442, -0.6857,  0.0233,  ..., -0.8318,  5.9578,  0.1654],
        [-0.6745, -0.3854, -0.4680,  ..., -0.3507,  0.1654,  6.5072]],
       device='cuda:0')}"
380,sd_15,mixed_kernel,0.10097020864486694,0.0019960079807788134,0.10097020864486694,"{'gamma_rbf': tensor(0.0008, device='cuda:0'), 'sigma_lap': tensor(550.5999, device='cuda:0'), 'alpha': 0.5}"
380,sd_15,w2_ot,21.018369203928117,,,{}
