class,model,kernel,mmd²,p_value,effect_size,params
489,sd_15,mixed_kernel,0.07499444484710693,0.0019960079807788134,0.07499444484710693,"{'gamma_rbf': tensor(0.0061, device='cuda:0'), 'sigma_lap': tensor(153.0912, device='cuda:0'), 'alpha': 0.5}"
489,sd_15,w2_ot,7.487966168839108,,,{}
969,bgan,rbf_kernel,0.08405840396881104,0.0019960079807788134,0.0005581030272878706,"{'gamma': tensor(0.0066, device='cuda:0')}"
969,bgan,laplacian_kernel,0.06342214345932007,0.0019960079807788134,0.0004188222228549421,"{'sigma': tensor(151.4297, device='cuda:0')}"
969,bgan,mahalanobis_kernel,0.0,1.0,0.0,"{'Sigma_inv': tensor([[161.3967, -13.3930,   2.7217,  ...,   7.6601,   2.2382,   4.6936],
        [-13.3905, 225.7301,  17.9660,  ...,  15.1216,  12.0235,  25.0121],
        [  2.7161,  17.9674, 182.4039,  ...,  -9.9117, -16.8074, -24.5714],
        ...,
        [  7.6638,  15.1312,  -9.9038,  ..., 203.4809,  -9.3157,   5.6885],
        [  2.2385,  12.0300, -16.8093,  ...,  -9.3076, 144.0904,  24.1498],
        [  4.6996,  25.0177, -24.5694,  ...,   5.6890,  24.1477, 151.8630]],
       device='cuda:0')}"
969,bgan,mixed_kernel,0.07374024391174316,0.0019960079807788134,0.07374024391174316,"{'gamma_rbf': tensor(0.0066, device='cuda:0'), 'sigma_lap': tensor(151.4297, device='cuda:0'), 'alpha': 0.5}"
969,bgan,w2_ot,7.088260813346578,,,{}
969,midj,rbf_kernel,0.10765194892883301,0.0019960079807788134,0.000714751600753516,"{'gamma': tensor(0.0066, device='cuda:0')}"
969,midj,laplacian_kernel,0.07376950979232788,0.0019960079807788134,0.00048715336015447974,"{'sigma': tensor(151.4297, device='cuda:0')}"
969,midj,mahalanobis_kernel,0.0,1.0,0.0,"{'Sigma_inv': tensor([[185.9063,   0.7748, -23.2817,  ...,  19.4192,   9.0161,   7.9096],
        [  0.7750, 189.0902, -12.1084,  ...,  -0.5174,   4.2908, -27.4838],
        [-23.2784, -12.1051, 210.3625,  ..., -35.0878, -15.3947,   3.1813],
        ...,
        [ 19.4160,  -0.5025, -35.0906,  ..., 171.1579, -16.3480, -22.7832],
        [  9.0154,   4.2847, -15.3888,  ..., -16.3540, 180.0500,  28.7961],
        [  7.9074, -27.4833,   3.1801,  ..., -22.7985,  28.7914, 190.4202]],
       device='cuda:0')}"
969,midj,mixed_kernel,0.09071075916290283,0.0019960079807788134,0.09071075916290283,"{'gamma_rbf': tensor(0.0066, device='cuda:0'), 'sigma_lap': tensor(151.4297, device='cuda:0'), 'alpha': 0.5}"
969,midj,w2_ot,7.308439703183007,,,{}
969,sd_15,rbf_kernel,0.15790581703186035,0.0019960079807788134,0.0010484105441719294,"{'gamma': tensor(0.0066, device='cuda:0')}"
969,sd_15,laplacian_kernel,0.10960763692855835,0.0019960079807788134,0.0007238183752633631,"{'sigma': tensor(151.4297, device='cuda:0')}"
969,sd_15,mahalanobis_kernel,0.0,1.0,0.0,"{'Sigma_inv': tensor([[183.0955,  16.0331,  27.1833,  ...,   6.3722,   3.3505,  -8.8962],
        [ 16.0248, 203.9888,  43.5790,  ...,   8.4018, -20.9100,  -7.5244],
        [ 27.1844,  43.5882, 226.5030,  ..., -15.9888,  22.4234, -29.5155],
        ...,
        [  6.3792,   8.4060, -15.9865,  ..., 132.2841, -11.0938, -15.0704],
        [  3.3432, -20.9065,  22.4232,  ..., -11.1058, 214.7105, -11.2292],
        [ -8.9044,  -7.5396, -29.5261,  ..., -15.0687, -11.2349, 221.4048]],
       device='cuda:0')}"
969,sd_15,mixed_kernel,0.13375675678253174,0.0019960079807788134,0.13375675678253174,"{'gamma_rbf': tensor(0.0066, device='cuda:0'), 'sigma_lap': tensor(151.4297, device='cuda:0'), 'alpha': 0.5}"
969,sd_15,w2_ot,7.514357399647,,,{}
177,bgan,rbf_kernel,0.08541321754455566,0.0019960079807788134,0.0005967557081021369,"{'gamma': tensor(0.0070, device='cuda:0')}"
177,bgan,laplacian_kernel,0.06840294599533081,0.0019960079807788134,0.00046984286746010184,"{'sigma': tensor(145.5869, device='cuda:0')}"
177,bgan,mahalanobis_kernel,0.0,1.0,0.0,"{'Sigma_inv': tensor([[261.9302, -24.5769,  29.6598,  ...,  -5.2975, -49.7004,  10.9501],
        [-24.5676, 222.3933,  14.9511,  ...,  19.2082,  15.0153, -52.2982],
        [ 29.6664,  14.9490, 267.6935,  ...,  -9.3518, -51.6864,  -9.6632],
        ...,
        [ -5.2832,  19.2108,  -9.3546,  ..., 119.8682, -21.1007,  -3.7872],
        [-49.7075,  15.0149, -51.6936,  ..., -21.1037, 217.2358, -29.2566],
        [ 10.9551, -52.2796,  -9.6689,  ...,  -3.7749, -29.2531, 291.7069]],
       device='cuda:0')}"
177,bgan,mixed_kernel,0.07690799236297607,0.0019960079807788134,0.07690799236297607,"{'gamma_rbf': tensor(0.0070, device='cuda:0'), 'sigma_lap': tensor(145.5869, device='cuda:0'), 'alpha': 0.5}"
177,bgan,w2_ot,6.919482916169424,,,{}
177,midj,rbf_kernel,0.08521091938018799,0.0019960079807788134,0.000595342309679836,"{'gamma': tensor(0.0070, device='cuda:0')}"
177,midj,laplacian_kernel,0.05821037292480469,0.0019960079807788134,0.0003998326137661934,"{'sigma': tensor(145.5869, device='cuda:0')}"
177,midj,mahalanobis_kernel,0.0,1.0,0.0,"{'Sigma_inv': tensor([[186.4131, -11.2288,  16.1625,  ...,  12.3848, -11.3441,  -8.7143],
        [-11.2357, 209.5198, -68.3112,  ..., -28.3895, -23.8844,  21.3329],
        [ 16.1653, -68.3086, 217.1047,  ...,   5.5068,   7.5761,  13.5214],
        ...,
        [ 12.3907, -28.3752,   5.4823,  ..., 151.2553, -21.3798,  -4.0776],
        [-11.3488, -23.8662,   7.5757,  ..., -21.3865, 208.6683,  -5.9988],
        [ -8.7229,  21.3313,  13.5240,  ...,  -4.0755,  -5.9977, 195.9274]],
       device='cuda:0')}"
177,midj,mixed_kernel,0.07171070575714111,0.0019960079807788134,0.07171070575714111,"{'gamma_rbf': tensor(0.0070, device='cuda:0'), 'sigma_lap': tensor(145.5869, device='cuda:0'), 'alpha': 0.5}"
177,midj,w2_ot,7.2446633189499074,,,{}
177,sd_15,rbf_kernel,0.12756335735321045,0.0019960079807788134,0.0008912456687539816,"{'gamma': tensor(0.0070, device='cuda:0')}"
177,sd_15,laplacian_kernel,0.10982096195220947,0.0019960079807788134,0.0007543329847976565,"{'sigma': tensor(145.5869, device='cuda:0')}"
177,sd_15,mahalanobis_kernel,0.0,1.0,0.0,"{'Sigma_inv': tensor([[256.5151, -34.3542,  24.6686,  ...,  36.5190,   4.3260,  31.8497],
        [-34.3559, 257.6499,  -5.4380,  ...,  19.1457,   0.3296,  -5.5443],
        [ 24.6584,  -5.4491, 219.8555,  ...,  -2.1957, -14.0651, -19.7202],
        ...,
        [ 36.5072,  19.1388,  -2.2036,  ..., 165.7165, -21.0757,  11.2822],
        [  4.3299,   0.3363, -14.0608,  ..., -21.0692, 219.1564,  17.1700],
        [ 31.8466,  -5.5484, -19.7159,  ...,  11.2888,  17.1684, 197.3986]],
       device='cuda:0')}"
