CLASS,GENERATOR,AUROC,AUPRC,FPR95
571,bgan,0.6890717878372199,0.7200523820402538,0.8209876543209876
571,midj,0.7095907636031094,0.745014510604809,0.8395061728395061
571,sd_15,0.30911827465325403,0.40958451375439375,1.0
084,bgan,0.562223746380125,0.5930158003887964,0.8703703703703703
084,midj,0.6200845907636032,0.6684587140022232,0.9444444444444444
084,sd_15,0.5381611034903218,0.6015994843248513,0.9876543209876543
661,bgan,0.5902682517908855,0.6092197496082803,0.9074074074074074
661,midj,0.6727061423563481,0.7219975136732416,0.9259259259259259
661,sd_15,0.3787341868617589,0.47970646629145175,1.0
857,bgan,0.4275262917238226,0.43737211070658377,0.9753086419753086
857,midj,0.7654511507392168,0.7315816541082876,0.6666666666666666
857,sd_15,0.3704275262917238,0.41350555899392294,0.9876543209876543
489,bgan,0.5623952141441854,0.5769099248273406,0.9320987654320988
489,midj,0.36446425849718034,0.46733903417754225,0.9938271604938271
489,sd_15,0.34708885840573084,0.4208028653716018,1.0
969,bgan,0.3515470202713001,0.39789062136392866,0.9197530864197531
969,midj,0.48430117360158514,0.5146113302135111,0.9814814814814815
969,sd_15,0.41420896204846824,0.47125473448017036,0.9814814814814815
177,bgan,0.3722565157750342,0.4167314965747768,0.9320987654320988
177,midj,0.5465630239292791,0.5837482668677038,0.9691358024691358
177,sd_15,0.2417123914037494,0.3600764711045046,1.0
541,bgan,0.6532731290961744,0.6479435242074388,0.8765432098765432
541,midj,0.6370217954580095,0.651503462945145,0.8703703703703703
541,sd_15,0.4141137021795458,0.4423154774330505,0.9753086419753086
000,bgan,0.6339163237311385,0.6168143229347064,0.845679012345679
000,midj,0.8618731900624904,0.8602951403482736,0.6604938271604939
000,sd_15,0.7710524310318548,0.7869200395704745,0.8641975308641975
380,bgan,0.397081237616217,0.4583117904859316,0.9506172839506173
380,midj,0.43592821216278,0.5132198131263921,1.0
380,sd_15,0.27030940405426,0.40723823102717027,0.9938271604938271
