class,model,metric,distance,p_value,effect_size,params
000,sd_15,fd,40.843162536621094,,,
380,baseline,rbf_kernel,0.0007123947143554688,0.19760479032993317,7.083928721840493e-06,0.0099438251927495
380,baseline,laplacian_kernel,0.00045758485794067383,0.20758482813835144,2.9516121102801662e-08,124.51055908203125
380,baseline,w2_ot,5.642676273249365,,,
380,baseline,fd,8.820549011230469,,,
380,bgan,rbf_kernel,0.08267509937286377,0.0019960079807788134,0.0008221067255362868,0.0099438251927495
380,bgan,laplacian_kernel,0.0629386305809021,0.0019960079807788134,4.059802904521348e-06,124.51055908203125
380,bgan,w2_ot,5.9416773803861656,,,
380,bgan,fd,18.208633422851562,,,
380,midj,rbf_kernel,0.08960855007171631,0.0019960079807788134,0.0008910517790354788,0.0099438251927495
380,midj,laplacian_kernel,0.06330430507659912,0.0019960079807788134,4.083390194864478e-06,124.51055908203125
380,midj,w2_ot,5.968470236155705,,,
380,midj,fd,18.869457244873047,,,
380,sd_15,rbf_kernel,0.1548985242843628,0.0019960079807788134,0.0015402839053422213,0.0099438251927495
380,sd_15,laplacian_kernel,0.13848400115966797,0.0019960079807788134,8.932792297855485e-06,124.51055908203125
380,sd_15,w2_ot,6.040121928956952,,,
380,sd_15,fd,24.251388549804688,,,
