class,model,metric,distance,p_value,effect_size,params
000,baseline,w2_ot,0.12504128942642426,,,
000,baseline,fd,0.0013795793056488037,,,
000,bgan,rbf_kernel,0.06992387771606445,0.0019960079807788134,0.3262367844581604,4.665599346160889
000,bgan,laplacian_kernel,0.1514391303062439,0.0019960079807788134,0.08153588324785233,1.3628393411636353
000,bgan,w2_ot,0.179508579262427,,,
000,bgan,fd,0.020763397216796875,,,
000,midj,rbf_kernel,0.057935237884521484,0.0019960079807788134,0.27030259370803833,4.665599346160889
000,midj,laplacian_kernel,0.11944013833999634,0.0019960079807788134,0.06430740654468536,1.3628393411636353
000,midj,w2_ot,0.18173825829275408,,,
000,midj,fd,0.01882167160511017,,,
000,sd_15,rbf_kernel,0.07098841667175293,0.0019960079807788134,0.33120352029800415,4.665599346160889
000,sd_15,laplacian_kernel,0.13727974891662598,0.0019960079807788134,0.0739123746752739,1.3628393411636353
000,sd_15,w2_ot,0.18909519481900416,,,
000,sd_15,fd,0.025538034737110138,,,
380,baseline,rbf_kernel,-0.0007369518280029297,0.4910179674625397,-0.003463518572971225,4.699789524078369
380,baseline,laplacian_kernel,0.00023663043975830078,0.34530937671661377,0.00011844756227219477,1.4134232997894287
380,baseline,w2_ot,0.1402926867822757,,,
380,baseline,fd,0.00175398588180542,,,
380,bgan,rbf_kernel,0.01635885238647461,0.0019960079807788134,0.07688315957784653,4.699789524078369
380,bgan,laplacian_kernel,0.058984220027923584,0.0019960079807788134,0.029525097459554672,1.4134232997894287
380,bgan,w2_ot,0.15220390421376256,,,
380,bgan,fd,0.007397294044494629,,,
380,midj,rbf_kernel,0.03409934043884277,0.0019960079807788134,0.16025972366333008,4.699789524078369
380,midj,laplacian_kernel,0.0167732834815979,0.0019960079807788134,0.008396022953093052,1.4134232997894287
380,midj,w2_ot,0.1546976907228801,,,
380,midj,fd,0.009769871830940247,,,
380,sd_15,rbf_kernel,0.046274662017822266,0.0019960079807788134,0.21748116612434387,4.699789524078369
380,sd_15,laplacian_kernel,0.05121582746505737,0.0019960079807788134,0.02563655748963356,1.4134232997894287
380,sd_15,w2_ot,0.17712073364397743,,,
380,sd_15,fd,0.021137870848178864,,,
