GENERATOR,AUROC,AUPRC,FPR95
adm,0.5312362222222222,0.5197698998157685,0.9365
bgan,0.685177375,0.6310851585099351,0.8193333333333334
glide,0.5421131527777778,0.5330483026654933,0.9655
midj,0.5131300694444445,0.504718363373807,0.9698333333333333
sd_14,0.4747256388888889,0.47446831863868744,0.9593333333333334
sd_15,0.4769408828125,0.47282163633488483,0.955625
vqdm,0.5964097638888889,0.6167859686731915,0.9613333333333334
wukong,0.3722946944444444,0.4086551363198635,0.9906666666666667
