CLASS,GENERATOR,AUROC,AUPRC,FPR95
000,adm,0.38888888888888884,0.5199555074555074,1.0
000,bgan,1.0,1.0,0.0
000,glide,1.0,1.0,0.0
000,midj,1.0,1.0,0.0
000,sd_14,1.0,1.0,0.0
000,sd_15,1.0,1.0,0.0
000,vqdm,0.8611111111111112,0.8386904761904762,0.3333333333333333
000,wukong,1.0,1.0,0.0
001,adm,0.5277777777777777,0.5915824915824915,1.0
001,bgan,0.8333333333333334,0.84265873015873,0.3333333333333333
001,glide,0.6666666666666667,0.5703703703703703,0.6666666666666666
001,midj,0.4166666666666667,0.5674242424242424,1.0
001,sd_14,1.0,1.0,0.0
001,sd_15,0.765625,0.7951714951714952,0.625
001,vqdm,0.9444444444444444,0.9436507936507936,0.16666666666666666
001,wukong,0.9444444444444444,0.9436507936507936,0.16666666666666666
002,adm,0.8333333333333333,0.8518849206349206,0.5
002,bgan,0.9444444444444444,0.9436507936507936,0.16666666666666666
002,glide,0.9722222222222223,0.9742063492063491,0.16666666666666666
002,midj,0.7222222222222223,0.7673791486291486,0.8333333333333334
002,sd_14,0.38888888888888895,0.3973544973544974,0.6666666666666666
002,sd_15,0.546875,0.6439175407925408,0.75
002,vqdm,0.8055555555555556,0.8365079365079364,0.5
002,wukong,0.6944444444444444,0.6953703703703703,0.6666666666666666
003,adm,0.7500000000000001,0.6982142857142857,0.3333333333333333
003,bgan,1.0,1.0,0.0
003,glide,0.638888888888889,0.542228835978836,0.6666666666666666
003,midj,0.24999999999999994,0.35464766714766716,0.8333333333333334
003,sd_14,0.6944444444444444,0.6560515873015873,0.5
003,sd_15,0.40625,0.41433913308913306,0.875
003,vqdm,1.0,1.0,0.0
003,wukong,0.7777777777777779,0.8037878787878787,0.8333333333333334
004,adm,0.4722222222222222,0.4365921115921116,0.8333333333333334
004,bgan,0.75,0.7102182539682539,0.5
004,glide,0.7222222222222223,0.7419312169312169,0.6666666666666666
004,midj,0.5277777777777779,0.4622204184704185,0.8333333333333334
004,sd_14,0.8611111111111112,0.8893849206349205,0.5
004,sd_15,0.53125,0.46294295981795985,0.625
004,vqdm,0.8611111111111112,0.899074074074074,0.6666666666666666
004,wukong,0.7222222222222223,0.5732142857142857,0.3333333333333333
005,adm,0.33333333333333337,0.38123496873496876,0.8333333333333334
005,bgan,0.6666666666666667,0.6861952861952861,0.8333333333333334
005,glide,0.7777777777777779,0.7246031746031746,0.3333333333333333
005,midj,0.4166666666666667,0.4131794131794132,0.8333333333333334
005,sd_14,0.888888888888889,0.8873015873015873,0.3333333333333333
005,sd_15,0.84375,0.8260912698412699,0.25
005,vqdm,0.8611111111111112,0.8386904761904762,0.3333333333333333
005,wukong,1.0,1.0,0.0
006,adm,0.6111111111111112,0.6201569264069264,0.8333333333333334
006,bgan,0.8333333333333333,0.8518849206349206,0.5
006,glide,0.41666666666666663,0.4143698893698894,0.8333333333333334
006,midj,0.5833333333333333,0.49664502164502167,0.8333333333333334
006,sd_14,0.9166666666666667,0.9409722222222221,0.5
006,sd_15,0.875,0.914854242979243,0.75
006,vqdm,0.7777777777777779,0.6232142857142857,0.3333333333333333
006,wukong,1.0,1.0,0.0
007,adm,0.638888888888889,0.5321097883597884,0.6666666666666666
007,bgan,0.4166666666666667,0.5674242424242424,1.0
007,glide,0.3888888888888889,0.4329335016835017,1.0
007,midj,0.8055555555555556,0.7482142857142857,0.3333333333333333
007,sd_14,0.8333333333333334,0.84265873015873,0.3333333333333333
007,sd_15,0.953125,0.9642045454545455,0.375
007,vqdm,0.6388888888888888,0.5467592592592592,0.6666666666666666
007,wukong,0.9166666666666667,0.9409722222222221,0.5
008,adm,0.7222222222222222,0.7648148148148147,0.6666666666666666
008,bgan,0.6944444444444444,0.6834986772486772,0.6666666666666666
008,glide,0.5,0.4477513227513228,0.6666666666666666
008,midj,0.5833333333333334,0.5924603174603175,0.5
008,sd_14,0.2777777777777778,0.3628817941317941,0.8333333333333334
008,sd_15,0.703125,0.6853084415584416,0.875
008,vqdm,0.7222222222222222,0.7923791486291486,0.8333333333333334
008,wukong,0.4444444444444444,0.4320947570947571,0.8333333333333334
009,adm,0.7222222222222222,0.7071097883597883,0.6666666666666666
009,bgan,0.6666666666666667,0.7251803751803751,1.0
009,glide,0.5833333333333334,0.485515873015873,0.5
009,midj,0.8333333333333334,0.6630952380952381,0.16666666666666666
009,sd_14,0.888888888888889,0.9104166666666667,0.5
009,sd_15,0.96875,0.9685019841269842,0.125
009,vqdm,0.5833333333333334,0.49917328042328046,0.6666666666666666
009,wukong,1.0,1.0,0.0
010,adm,0.6111111111111112,0.5043320105820106,0.6666666666666666
010,bgan,0.6666666666666666,0.7173791486291486,0.8333333333333334
010,glide,0.5,0.4477513227513228,0.6666666666666666
010,midj,0.9444444444444444,0.9436507936507936,0.16666666666666666
010,sd_14,0.9722222222222223,0.9742063492063491,0.16666666666666666
010,sd_15,0.875,0.7158234126984127,0.125
010,vqdm,0.9444444444444444,0.9436507936507936,0.16666666666666666
010,wukong,1.0,1.0,0.0
