GENERATOR,AUROC,AUPRC,FPR95
adm,0.7364656527777778,0.7123961176033554,0.7213333333333334
bgan,0.9247847361111111,0.9002123184864556,0.24466666666666667
glide,0.705534625,0.6632481497482541,0.7153333333333334
midj,0.5643275833333333,0.5602116157286022,0.9256666666666666
sd_14,0.606037,0.5693771165774026,0.8656666666666667
sd_15,0.60820890625,0.5731092047877862,0.86025
vqdm,0.6582188333333334,0.6205565248947923,0.8138333333333333
wukong,0.5541938611111111,0.5289734443212323,0.913
